Country,Year,PDF_URL,Source,Document_Title,Status,Notes
Cabo Verde,2021,https://www.imf.org/-/media/files/publications/cr/2021/english/1cpvea2021002.pdf,IMF,Cabo Verde,Needs Verification,Found via web search. The last joint World Bank/IMF Debt Sustainability Analysis (DSA)4 showed that the risk of external a
Cabo Verde,2022,https://www.imf.org/-/media/files/publications/cr/2022/english/1cpvea2022001.pdf,IMF,Cabo Verde,Needs Verification,Found via web search. CABO VERDE. REQUEST FOR AN ARRANGEMENT UNDER THE EXTENDED. CREDIT FACILITY—DEBT SUSTAINABILITY ANALY
Cabo Verde,2024,https://www.imf.org/-/media/files/publications/cr/2024/english/1cpvea2024001.pdf,IMF,Cabo Verde,Needs Verification,Found via web search. FACILITY—DEBT SUSTAINABILITY ANALYSIS. Cabo Verde: Joint Bank-Fund Debt Sustainability Analysis. Ris
Central African Republic,2012,https://documents.worldbank.org/curated/en/614261468216591396/pdf/Central-African-Republic-Joint-Bank-Fund-debt-sustainability-analysis.pdf,World Bank/IMF,Central African Republic - Joint Bank-Fund debt sustainability analysis,Needs Verification,WB Report #75476; published 2012-12-18
Central African Republic,2019,https://documents.worldbank.org/curated/en/721731580756079722/pdf/IBArchive-982a546b-4293-4e9e-8774-a6aac8a09cb3.pdf,World Bank/IMF,Central African Republic - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #145643; published 2019-12-01
Central African Republic,2020,https://documents.worldbank.org/curated/en/723511592860005040/pdf/IBArchive-eb2ac75b-b2f1-4d91-a994-7c33ca377378.pdf,World Bank/IMF,Central African Republic - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #149882; published 2020-04-01
Central African Republic,2023,https://documents.worldbank.org/curated/en/099060223154538366/pdf/BOSIB-a0032a10-880d-4170-8234-e90544462341.pdf,World Bank/IMF,Central African Republic - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #182513; published 2023-04-30
Central African Republic,2023,https://documents.worldbank.org/curated/en/099121223174518301/pdf/BOSIB-36aa21fd-3e44-4dca-a459-0a53d916d642.pdf,World Bank/IMF,Central African Republic - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #186433; published 2023-10-31
Central African Republic,2024,https://documents.worldbank.org/curated/en/099091724175534432/pdf/BOSIB-1b4a357e-f0f1-4832-b84c-57c6ee8232e1.pdf,World Bank/IMF,Central African Republic - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #193588; published 2024-06-30
Central African Republic,2025,https://documents.worldbank.org/curated/en/099072225153535374/pdf/BOSIB-963dc2ce-b782-4589-8b05-05cfc0ca33cb.pdf,World Bank/IMF,Central African Republic - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #203399; published 2025-07-23
Central African Republic,2005,https://www.imf.org/external/pubs/ft/scr/2005/cr05424.pdf,IMF,Central African Republic: 2005 Article IV Consultation,Needs Verification,Found via web search. Central African Republic: 2005 Article IV Consultation—Staff Report; Public ... Central African Repu
Central African Republic,2006,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr10332.pdf,IMF,Joint IMF/World Bank Debt Sustainability Analysis 2010,Needs Verification,"Found via web search. The debt sustainability analysis shows, however, that C.A.R. continues to ... Central African Republ"
Central African Republic,2007,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr10332.pdf,IMF,Joint IMF/World Bank Debt Sustainability Analysis 2010,Needs Verification,"Found via web search. The debt sustainability analysis shows, however, that C.A.R. continues to ... Central African Republ"
Central African Republic,2008,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr10332.pdf,IMF,Joint IMF/World Bank Debt Sustainability Analysis 2010,Needs Verification,"Found via web search. The debt sustainability analysis shows, however, that C.A.R. continues to ... Central African Republ"
Central African Republic,2009,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr10332.pdf,IMF,Joint IMF/World Bank Debt Sustainability Analysis 2010,Needs Verification,"Found via web search. The debt sustainability analysis shows, however, that C.A.R. continues to ... Central African Republ"
Central African Republic,2010,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr10332.pdf,IMF,Joint IMF/World Bank Debt Sustainability Analysis 2010,Needs Verification,Found via web search. Joint IMF/World Bank Debt Sustainability Analysis 2010 ... Central African Republic: Sensitivity Ana
Central African Republic,2011,https://www.imf.org/external/pubs/ft/dsa/pdf/2015/dsacr15293.pdf,IMF,The Central African Republic: Debt Sustainability Analysis,Needs Verification,Found via web search. This debt sustainability analysis (DSA) updates the joint IMF ... Central African Republic: Total De
Central African Republic,2013,https://www.imf.org/external/pubs/ft/dsa/pdf/2015/dsacr15293.pdf,IMF,The Central African Republic: Debt Sustainability Analysis,Needs Verification,Found via web search. This debt sustainability analysis (DSA) updates the joint IMF/IDA ... Central African Republic: Sele
Central African Republic,2014,https://www.imf.org/external/pubs/ft/dsa/pdf/2015/dsacr15293.pdf,IMF,The Central African Republic: Debt Sustainability Analysis,Needs Verification,Found via web search. This debt sustainability analysis (DSA) updates the joint IMF/IDA ... Central African Republic: Indi
Central African Republic,2015,https://www.imf.org/external/pubs/ft/dsa/pdf/2015/dsacr15293.pdf,IMF,The Central African Republic: Debt Sustainability Analysis,Needs Verification,Found via web search. This debt sustainability analysis (DSA) updates the joint IMF/IDA DSA ... Central African Republic: 
Central African Republic,2016,https://www.imf.org/external/pubs/ft/dsa/pdf/2016/dsacr16269.pdf,IMF,Central African Republic: Debt Sustainability Analysis,Needs Verification,"Found via web search. This debt sustainability analysis (DSA), conducted in the ... Central African Republic: Macroeconomi"
Central African Republic,2017,https://www.imf.org/-/media/files/dsa/external/pubs/ft/dsa/pdf/2017/dsacr17245.pdf,IMF,Central African Republic: Debt Sustainability Analysis,Needs Verification,"Found via web search. This debt sustainability analysis (DSA), conducted in the ... Central African Republic: Macroeconomi"
Central African Republic,2018,https://www.imf.org/-/media/files/dsa/external/pubs/ft/dsa/pdf/2021/dsacr2128.pdf,IMF,Central African Republic: Debt Sustainability Analysis,Needs Verification,Found via web search. CRITERIA —DEBT SUSTAINABILITY ANALYSIS. Central African Republic. Joint Bank-Fund Debt Sustainabilit
Central African Republic,2021,https://www.imf.org/-/media/files/dsa/external/pubs/ft/dsa/pdf/2021/dsacr2128.pdf,IMF,Central African Republic: Debt Sustainability Analysis,Needs Verification,Found via web search. CRITERIA —DEBT SUSTAINABILITY ANALYSIS. Central African Republic. Joint Bank-Fund Debt Sustainabilit
Central African Republic,2022,https://www.imf.org/-/media/files/publications/cr/2023/english/1cafea2023001.pdf,IMF,Central African Republic: 2023 Article IV Consultation and ...,Needs Verification,Found via web search. This did not affect the debt sustainability analysis. ... 9 World Bank (2022) Central African Republ
Chad,2013,https://documents.worldbank.org/curated/en/141641468230337863/pdf/Chad-Debt-sustainability-analysis-2013-update.pdf,World Bank/IMF,Chad - Debt sustainability analysis : 2013 update,Needs Verification,WB Report #79397; published 2013-05-14
Chad,2014,https://documents.worldbank.org/curated/en/484751467812249057/pdf/886850BR0IDA0S040Box385228B00OUO090.pdf,World Bank/IMF,Chad - Joint Bank-Fund debt sustainability analysis 2014 update,Needs Verification,WB Report #88685; published 2014-01-31
Chad,2014,https://documents.worldbank.org/curated/en/810191467812715561/pdf/889260BR0IDA0S060Box385252B00OUO090.pdf,World Bank/IMF,Chad - Joint bank-fund debt sustainability analysis 2014 update,Needs Verification,WB Report #88926; published 2014-06-06
Chad,2019,https://documents.worldbank.org/curated/en/854171570788892568/pdf/Chad-Joint-World-Bank-IMF-Debt-Sustainability-Analysis-July-2019.pdf,World Bank/IMF,Chad - Joint World Bank-IMF Debt Sustainability Analysis : July 2019,Needs Verification,WB Report #142554; published 2019-07-31
Chad,2020,https://documents.worldbank.org/curated/en/327901591383997671/pdf/IBArchive-447fc8a7-9ea8-41c1-a00d-456b923354ab.pdf,World Bank/IMF,Chad - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #149223; published 2020-05-01
Chad,2020,https://documents.worldbank.org/curated/en/916501597159873011/pdf/IBArchive-92f4cc19-0b32-4a38-9fd5-ed2ae83b3f85.pdf,World Bank/IMF,Chad - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #151645; published 2020-07-01
Chad,2022,https://documents.worldbank.org/curated/en/392861648492485057/pdf/IBArchive-3e8c1fa7-3c52-4694-b6a0-52d557b9fc8a.pdf,World Bank/IMF,Chad  Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #169929; published 2022-02-01
Chad,2022,https://documents.worldbank.org/curated/en/099213501272337227/pdf/BOSIB-b9215763-dcc2-4284-b187-48aec188e051.pdf,World Bank/IMF,Chad - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #179722; published 2022-12-31
Chad,2024,https://documents.worldbank.org/curated/en/099053025144050294/pdf/BOSIB-1eac777c-98f6-4755-a770-dd9dd940256e.pdf,World Bank/IMF,Chad - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #201872; published 2024-12-31
Chad,2025,https://documents.worldbank.org/curated/en/099102225171511025/pdf/BOSIB-e51b71a1-6830-4e8b-b6c8-550c6ee4d222.pdf,World Bank/IMF,Chad - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #206146; published 2025-10-31
Chad,2005,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr10196.pdf,IMF,Chad: Joint Fund-Bank Debt Sustainability Analysis under ...,Needs Verification,"Found via web search. Compared to last year's Debt Sustainability Analysis (DSA), Chad's debt vulnerabilities have increas"
Chad,2006,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr0968.pdf,IMF,Chad: Joint Fund-Bank Debt Sustainability Analysis Under ...,Needs Verification,"Found via web search. ... Debt Sustainability Analysis (DSA),. Chad's risk of ... This assessment of Chad's debt situation"
Chad,2007,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr0968.pdf,IMF,Chad: Joint Fund-Bank Debt Sustainability Analysis Under ...,Needs Verification,"Found via web search. ... Debt Sustainability Analysis (DSA),. Chad's risk of debt ... Moreover,. Chad's CPIA declined fro"
Chad,2008,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr0968.pdf,IMF,Chad: Joint Fund-Bank Debt Sustainability Analysis Under ...,Needs Verification,"Found via web search. ... Debt Sustainability Analysis (DSA),. Chad's risk of debt ... Chad: Indicators of Public Debt Und"
Chad,2009,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr0968.pdf,IMF,Chad: Joint Fund-Bank Debt Sustainability Analysis Under ...,Needs Verification,"Found via web search. ... Debt Sustainability Analysis (DSA), ... given the extreme oil price volatility to which Chad is "
Chad,2010,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr10196.pdf,IMF,Chad: Joint Fund-Bank Debt Sustainability Analysis under ...,Needs Verification,"Found via web search. Compared to last year's Debt Sustainability Analysis (DSA), Chad's debt vulnerabilities have increas"
Chad,2011,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr10196.pdf,IMF,Chad: Joint Fund-Bank Debt Sustainability Analysis under ...,Needs Verification,"Found via web search. Compared to last year's Debt Sustainability Analysis (DSA), Chad's debt vulnerabilities have increas"
Chad,2012,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr10196.pdf,IMF,Chad: Joint Fund-Bank Debt Sustainability Analysis under ...,Needs Verification,"Found via web search. Compared to last year's Debt Sustainability Analysis (DSA), Chad's debt vulnerabilities have increas"
Chad,2015,https://www.imf.org/-/media/files/dsa/external/pubs/ft/dsa/pdf/2015/dsacr15351.pdf,IMF,Chad: Debt Sustainability Analysis,Needs Verification,Found via web search. This Debt Sustainability Analysis (DSA) updates the previous one which ... 1 Chad's average CPIA ove
Chad,2016,https://www.imf.org/-/media/files/dsa/external/pubs/ft/dsa/pdf/2016/dsacr16364.pdf,IMF,Chad: Debt Sustainability Analysis,Needs Verification,"Found via web search. The debt sustainability analysis shows that Chad remains at high risk of external debt distress, ref"
Chad,2017,https://www.imf.org/external/pubs/ft/dsa/pdf/2017/dsacr17246.pdf,IMF,Chad: Debt Sustainability Analysis; ...,Needs Verification,Found via web search. CURRENT ARRANGEMENT—DEBT SUSTAINABILITY ANALYSIS. With the ... Chad: Indicators of Public Debt Under
Chad,2018,https://documents1.worldbank.org/curated/en/099053025144050294/pdf/BOSIB-1eac777c-98f6-4755-a770-dd9dd940256e.pdf,World Bank,chad: joint bank-fund debt sustainability analysis,Needs Verification,Found via web search. signals a weak debt-carrying capacity. CHAD: JOINT BANK-FUND DEBT SUSTAINABILITY ANALYSIS. Risk of e
Chad,2021,https://documents1.worldbank.org/curated/en/327901591383997671/pdf/Chad-Joint-World-Bank-IMF-Debt-Sustainability-Analysis.pdf,World Bank,Chad Joint Bank-Fund Debt Sustainability Analysis,Needs Verification,Found via web search. Chad Joint Bank-Fund Debt Sustainability Analysis. Risk of external debt distress. High. Overall ris
Chad,2023,https://documents1.worldbank.org/curated/en/327901591383997671/pdf/Chad-Joint-World-Bank-IMF-Debt-Sustainability-Analysis.pdf,World Bank,Chad Joint Bank-Fund Debt Sustainability Analysis,Needs Verification,Found via web search. Chad Joint Bank-Fund Debt Sustainability Analysis. Risk of external debt distress. High. Overall ris
Comoros,2019,https://documents.worldbank.org/curated/en/152471570789360222/pdf/Union-of-Comoros-Joint-World-Bank-IMF-Debt-Sustainability-Analysis-August-2019.pdf,World Bank/IMF,Union of Comoros - Joint World Bank-IMF Debt Sustainability Analysis : August 2019,Needs Verification,WB Report #142555; published 2019-08-31
Comoros,2020,https://documents.worldbank.org/curated/en/718751595278640147/pdf/IBArchive-676e1f75-37c2-4e56-b45e-30e3f33387af.pdf,World Bank/IMF,Comoros - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #150977; published 2020-04-01
Comoros,2021,https://documents.worldbank.org/curated/en/546721640307932326/pdf/IBArchive-4ec83fa8-7ae2-4ac2-8c58-fcbc14675bc8.pdf,World Bank/IMF,Comoros - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #167365; published 2021-10-01
Comoros,2023,https://documents.worldbank.org/curated/en/099060523143528990/pdf/BOSIB-c35ae312-96bd-42dc-b777-4f0e83e485c8.pdf,World Bank/IMF,Comoros - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #182569; published 2023-04-30
Comoros,2023,https://documents.worldbank.org/curated/en/099061623155557287/pdf/BOSIB-5efff2a1-eedb-4389-b958-89aca0cb6fa5.pdf,World Bank/IMF,Comoros - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #182925; published 2023-06-01
Comoros,2023,https://documents.worldbank.org/curated/en/099020724161541974/pdf/BOSIB-42e51862-5be9-45c5-9cfc-b29ce229a30c.pdf,World Bank/IMF,Comoros - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #187603; published 2023-12-31
Comoros,2024,https://documents.worldbank.org/curated/en/099031925125585913/pdf/BOSIB-3e785762-6bee-4ef3-9a90-970e58342c0d.pdf,World Bank/IMF,Comoros – Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #197996; published 2024-12-31
Comoros,2005,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr0942.pdf,IMF,Joint IMF/World Bank Debt Sustainability Analysis 2008,Needs Verification,Found via web search. Comoros is in debt distress. The debt sustainability analysis (DSA) shows that Comoros would remain 
Comoros,2006,https://www.imf.org/external/pubs/ft/scr/2006/cr06383.pdf,IMF,Union of the Comoros: 2006 Article IV Consultation and ...,Needs Verification,Found via web search. UNION OF THE COMOROS: DEBT SUSTAINABILITY ANALYSIS. 1. This assessment of Comoros's external public 
Comoros,2007,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr0942.pdf,IMF,Joint IMF/World Bank Debt Sustainability Analysis 2008,Needs Verification,Found via web search. Comoros is in debt distress. The debt sustainability analysis (DSA) shows that Comoros would remain 
Comoros,2008,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr0942.pdf,IMF,Joint IMF/World Bank Debt Sustainability Analysis 2008,Needs Verification,"Found via web search. December 2, 2008. Comoros is in debt distress. The debt sustainability analysis (DSA) shows that Com"
Comoros,2009,https://www.imf.org/external/pubs/ft/dsa/pdf/dsacr09307.pdf,IMF,Joint IMF/World Bank Debt Sustainability Analysis 2009,Needs Verification,"Found via web search. August 28, 2009. Comoros is in debt distress. The low-income country debt sustainability analysis (L"
Comoros,2010,https://www.imf.org/external/pubs/ft/dsa/pdf/2015/dsacr1534.pdf,IMF,Union of the Comoros: Debt Sustainability Analysis,Needs Verification,"Found via web search. Based on the external low income country debt sustainability analysis, IMF and World Bank staff have"
Comoros,2011,https://www.imf.org/external/pubs/ft/dsa/pdf/2013/dsacr1338.pdf,IMF,Joint World Bank/IMF Debt Sustainability Analysis,Needs Verification,Found via web search. This debt sustainability analysis (LIC-DSA) assesses the country's external and ... concluded that C
Comoros,2012,https://www.imf.org/external/pubs/ft/dsa/pdf/2013/dsacr1338.pdf,IMF,Joint World Bank/IMF Debt Sustainability Analysis,Needs Verification,Found via web search. This debt sustainability analysis (LIC-DSA) assesses the country's external and ... Figure 2.Comoros
Comoros,2013,https://www.imf.org/external/pubs/ft/dsa/pdf/2013/dsacr1338.pdf,IMF,Joint World Bank/IMF Debt Sustainability Analysis,Needs Verification,Found via web search. This debt sustainability analysis (LIC-DSA) assesses the country's external and ... concluded that C
Comoros,2014,https://www.imf.org/external/pubs/ft/dsa/pdf/2015/dsacr1534.pdf,IMF,Union of the Comoros: Debt Sustainability Analysis,Needs Verification,"Found via web search. Based on the external low income country debt sustainability analysis, IMF and World Bank staff have"
Comoros,2015,https://www.imf.org/external/pubs/ft/dsa/pdf/2015/dsacr1534.pdf,IMF,Union of the Comoros: Debt Sustainability Analysis,Needs Verification,"Found via web search. Based on the external low income country debt sustainability analysis, IMF and World Bank staff have"
Comoros,2016,https://www.imf.org/external/pubs/ft/dsa/pdf/2015/dsacr1534.pdf,IMF,Union of the Comoros: Debt Sustainability Analysis,Needs Verification,"Found via web search. Based on the external low income country debt sustainability analysis, IMF and World Bank staff have"
Comoros,2017,https://www.imf.org/external/pubs/ft/dsa/pdf/2015/dsacr1534.pdf,IMF,Union of the Comoros: Debt Sustainability Analysis,Needs Verification,"Found via web search. Based on the external low income country debt sustainability analysis, IMF and World Bank staff have"
Comoros,2018,https://documents1.worldbank.org/curated/en/546721640307932326/pdf/Comoros-Joint-World-Bank-IMF-Debt-Sustainability-Analysis.pdf,World Bank,COMOROS Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,Found via web search. Joint World Bank-IMF Debt Sustainability Analysis. October 2021. Prepared ... Comoros: External Debt
Comoros,2022,https://documents1.worldbank.org/curated/en/546721640307932326/pdf/Comoros-Joint-World-Bank-IMF-Debt-Sustainability-Analysis.pdf,World Bank,COMOROS Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,Found via web search. Joint World Bank-IMF Debt Sustainability Analysis. October 2021. Prepared ... Comoros' risk of exter
Comoros,2025,https://documents1.worldbank.org/curated/en/546721640307932326/pdf/Comoros-Joint-World-Bank-IMF-Debt-Sustainability-Analysis.pdf,World Bank,COMOROS Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,Found via web search. Joint World Bank-IMF Debt Sustainability Analysis. October 2021. Prepared ... Comoros' risk of exter
"Congo, Democratic Republic of",2019,https://documents.worldbank.org/curated/en/929601570790408335/pdf/The-Democratic-Republic-of-the-Congo-Joint-World-Bank-IMF-Debt-Sustainability-Analysis-September-2019.pdf,World Bank/IMF,The Democratic Republic of the Congo - Joint World Bank-IMF Debt Sustainability Analysis : September 2019,Needs Verification,WB Report #142557; published 2019-09-30
"Congo, Democratic Republic of",2020,https://documents.worldbank.org/curated/en/537681592860415761/pdf/IBArchive-286702b0-8886-4aff-ae21-142154f9cbde.pdf,World Bank/IMF,"Congo, Democratic Republic of - Joint World Bank-IMF Debt Sustainability Analysis",Needs Verification,WB Report #149884; published 2020-04-01
"Congo, Democratic Republic of",2021,https://documents.worldbank.org/curated/en/295441634759062484/pdf/IBArchive-9a4815d7-a015-4d90-a500-d7ab2428103c.pdf,World Bank/IMF,"Congo, Republic of - Joint World Bank-IMF Debt Sustainability Analysis",Needs Verification,WB Report #165376; published 2021-08-01
"Congo, Democratic Republic of",2022,https://documents.worldbank.org/curated/en/632831649960435376/pdf/IBArchive-15793fb1-0da9-489c-b670-29af32988434.pdf,World Bank/IMF,"Congo, Republic of - Joint World Bank-IMF Debt Sustainability Analysis",Needs Verification,WB Report #170474; published 2022-01-01
"Congo, Democratic Republic of",2022,https://documents.worldbank.org/curated/en/099310008042230074/pdf/BOSIB-405b615b-5833-48ba-b0e4-57cba2de58b6.pdf,World Bank/IMF,"Congo, Democratic Republic of - Joint World Bank-IMF Debt Sustainability Analysis",Needs Verification,WB Report #174852; published 2022-07-02
"Congo, Democratic Republic of",2023,https://documents.worldbank.org/curated/en/099080323162095216/pdf/BOSIB-40df2f92-9406-4683-aa1c-6ae084c177e2.pdf,World Bank/IMF,"Congo, Democratic Republic of - Joint World Bank-IMF Debt Sustainability Analysis",Needs Verification,WB Report #184405; published 2023-06-30
"Congo, Democratic Republic of",2024,https://documents.worldbank.org/curated/en/099091824180012572/pdf/BOSIB-f8c3e387-cc5c-4da8-848c-60c8c98c966f.pdf,World Bank/IMF,"Congo, Democratic Republic of - Joint World Bank-IMF Debt Sustainability Analysis",Needs Verification,WB Report #193609; published 2024-09-19
"Congo, Democratic Republic of",2024,https://documents.worldbank.org/curated/en/099031825155032492/pdf/BOSIB-2003c34f-43a2-4a08-9325-479fc1e64ab5.pdf,World Bank/IMF,"Congo, Democratic Republic of - Joint World Bank-IMF Debt Sustainability Analysis",Needs Verification,WB Report #197972; published 2024-12-31
"Congo, Democratic Republic of",2025,https://documents.worldbank.org/curated/en/099100825104529181/pdf/BOSIB-8af52a7d-85fe-4b67-9ed6-848426d3f4a0.pdf,World Bank/IMF,"Congo, Democratic Republic of – Joint World Bank-IMF Debt Sustainability Analysis",Needs Verification,WB Report #205034; published 2025-09-30
"Congo, Democratic Republic of",2005,https://documents1.worldbank.org/curated/en/883571468315301247/pdf/356200DSAGUIDE.pdf,World Bank,How to do a Debt Sustainability Analysis for Low-Income ...,Needs Verification,"Found via web search. A debt sustainability analysis (DSA) assesses how a country's ... Congo, Democratic Republic of. Wea"
"Congo, Democratic Republic of",2006,https://documents1.worldbank.org/curated/en/883571468315301247/pdf/356200DSAGUIDE.pdf,World Bank,How to do a Debt Sustainability Analysis for Low-Income ...,Needs Verification,"Found via web search. A debt sustainability analysis (DSA) assesses how a country's ... Congo, Democratic Republic of. Wea"
"Congo, Democratic Republic of",2007,https://www.imf.org/external/np/pp/2007/eng/041607.pdf,IMF,041607.pdf,Needs Verification,"Found via web search. Congo, Democratic Republic of. Rwanda. Congo, Republic of. Samoa ... debt sustainability analysis un"
"Congo, Democratic Republic of",2008,https://www.imf.org/external/np/pp/eng/2008/100608.pdf,IMF,100608.pdf,Needs Verification,"Found via web search. Congo, Democratic Republic of. Rwanda. Zimbabwe 2/. Congo, Republic ... debt sustainability analysis"
"Congo, Democratic Republic of",2009,https://www.elibrary.imf.org/downloadpdf/view/journals/007/2009/013/007.2009.issue-013-en.pdf,IMF,IMF eLibrary - International Monetary Fund,Needs Verification,"Found via web search. Debt Sustainability Analysis. EA. Emergency Assistance. EPA. Ex ... Congo, Democratic Republic of th"
"Congo, Democratic Republic of",2010,https://documents1.worldbank.org/curated/en/883571468315301247/pdf/356200DSAGUIDE.pdf,World Bank,How to do a Debt Sustainability Analysis for Low-Income ...,Needs Verification,"Found via web search. A debt sustainability analysis (DSA) assesses how a country's ... Congo, Democratic Republic of. Wea"
"Congo, Democratic Republic of",2011,https://www.imf.org/external/np/pp/eng/2011/110811.pdf,IMF,Heavily Indebted Poor Countries (HIPC) Initiative and ...,Needs Verification,"Found via web search. Debt Sustainability Analysis. DSF. Debt Sustainability Framework. EADB ... Congo, Democratic Republi"
"Congo, Democratic Republic of",2012,https://www.imf.org/-/media/websites/imf/imported-flagship-issues/external/pubs/ft/reo/2012/afr/eng/_sreo1012pdf.pdf,IMF,Regional Economic Outlook: Sub-Saharan Africa,Needs Verification,"Found via web search. ... Congo, Democratic Republic of. 15.0. 5.0. n.a.. n.a.. 3.0. São Tomé and Príncipe ... Debt Sustai"
"Congo, Democratic Republic of",2013,https://www.imf.org/-/media/websites/imf/imported-flagship-issues/external/pubs/ft/fm/2013/02/pdf/_fm1302pdf.pdf,IMF,Fiscal Monitor: Taxing Times; October 2013,Needs Verification,"Found via web search. for 2013–14 and mostly debt sustainability analysis considerations ... Congo, Democratic republic of"
"Congo, Democratic Republic of",2014,https://www.imf.org/-/media/websites/imf/imported-flagship-issues/external/pubs/ft/fm/2014/02/pdf/_fm1402pdf.pdf,IMF,FISCAL MONITOR - October 2014,Needs Verification,"Found via web search. for 2014–15, and mostly debt sustainability analysis considerations ... Congo, Democratic Republic o"
"Congo, Democratic Republic of",2015,https://documents1.worldbank.org/curated/en/375061468326962736/pdf/516800BR0IDA1S101Official0Use0Only1.pdf,World Bank,51680,Needs Verification,"Found via web search. Debt Sustainability Analysis. Debt Sustainability Framework. Education ... Congo, Democratic Republi"
"Congo, Democratic Republic of",2016,https://www.imf.org/external/np/pp/eng/2016/031516.pdf,IMF,Heavily Indebted Poor Countries (HIPC) Initiative and ...,Needs Verification,"Found via web search. 5See IMF Country Report No. 14/364, Debt Sustainability Analysis. ... Congo, Democratic Republic of."
"Congo, Democratic Republic of",2017,https://www.imf.org/-/media/files/publications/pp/2017/pp090117hipc-mdri.pdf,IMF,Heavily Indebted Poor Countries (HIPC) Initiative and ...,Needs Verification,"Found via web search. Sudan is in debt distress, according to the most recent debt sustainability analysis ... Congo, Demo"
"Congo, Democratic Republic of",2018,https://www.elibrary.imf.org/downloadpdf/view/journals/007/2018/013/007.2018.issue-013-en.pdf,IMF,imf policy paper - macroeconomic developments and ...,Needs Verification,"Found via web search. Congo, Democratic Republic of the. ○. ○. Congo, Republic of ... Source: IMF, World Economic Outlook "
"Congo, Republic of",2013,https://documents.worldbank.org/curated/en/193001468248987061/pdf/816660BR0Repub0800OUO0900Box379839B.pdf,World Bank/IMF,Republic of Congo - Joint bank-fund debt sustainability analysis : 2013 update,Needs Verification,WB Report #81666; published 2013-08-14
"Congo, Republic of",2019,https://documents.worldbank.org/curated/en/582871570789918421/pdf/Republic-of-Congo-Joint-World-Bank-IMF-Debt-Sustainability-Analysis-Update-July-2019.pdf,World Bank/IMF,Republic of Congo - Joint World Bank-IMF Debt Sustainability Analysis Update : July 2019,Needs Verification,WB Report #142556; published 2019-07-31
"Congo, Republic of",2020,https://documents.worldbank.org/curated/en/918921586279973999/pdf/IBArchive-cd193601-a625-4776-bafe-886af707f01d.pdf,World Bank/IMF,Republic of Congo - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #147453; published 2020-01-01
"Congo, Republic of",2023,https://documents.worldbank.org/curated/en/099220503022313177/pdf/BOSIB-8f099df7-f873-4e3e-b054-dd698cc66f60.pdf,World Bank/IMF,Republic of Congo - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #180563; published 2023-02-28
"Congo, Republic of",2023,https://documents.worldbank.org/curated/en/099102023120018419/pdf/BOSIB-1f35b759-14b2-41f6-93ae-8a7d9f874da9.pdf,World Bank/IMF,Republic of Congo - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #185424; published 2023-07-31
